"time_id","the_date","the_day","the_month","the_year","day_of_month","week_of_year","month_of_year","quarter","fiscal_period"
1061,1998/11/26 00:00:00,"Thursday","November",1998,26,50.00,11,"Q4",
1062,1998/11/27 00:00:00,"Friday","November",1998,27,50.00,11,"Q4",
1063,1998/11/28 00:00:00,"Saturday","November",1998,28,50.00,11,"Q4",
1064,1998/11/29 00:00:00,"Sunday","November",1998,29,51.00,11,"Q4",
1065,1998/11/30 00:00:00,"Monday","November",1998,30,51.00,11,"Q4",
1066,1998/12/1 00:00:00,"Tuesday","December",1998,1,51.00,12,"Q4",
1067,1998/12/2 00:00:00,"Wednesday","December",1998,2,51.00,12,"Q4",
1068,1998/12/3 00:00:00,"Thursday","December",1998,3,51.00,12,"Q4",
1069,1998/12/4 00:00:00,"Friday","December",1998,4,51.00,12,"Q4",
1070,1998/12/5 00:00:00,"Saturday","December",1998,5,51.00,12,"Q4",
1071,1998/12/6 00:00:00,"Sunday","December",1998,6,52.00,12,"Q4",
1072,1998/12/7 00:00:00,"Monday","December",1998,7,1.00,12,"Q4",
1073,1998/12/8 00:00:00,"Tuesday","December",1998,8,1.00,12,"Q4",
1074,1998/12/9 00:00:00,"Wednesday","December",1998,9,1.00,12,"Q4",
1075,1998/12/10 00:00:00,"Thursday","December",1998,10,1.00,12,"Q4",
1076,1998/12/11 00:00:00,"Friday","December",1998,11,1.00,12,"Q4",
1077,1998/12/12 00:00:00,"Saturday","December",1998,12,1.00,12,"Q4",
1078,1998/12/13 00:00:00,"Sunday","December",1998,13,2.00,12,"Q4",
1079,1998/12/14 00:00:00,"Monday","December",1998,14,2.00,12,"Q4",
1080,1998/12/15 00:00:00,"Tuesday","December",1998,15,2.00,12,"Q4",
1081,1998/12/16 00:00:00,"Wednesday","December",1998,16,2.00,12,"Q4",
1082,1998/12/17 00:00:00,"Thursday","December",1998,17,2.00,12,"Q4",
1083,1998/12/18 00:00:00,"Friday","December",1998,18,2.00,12,"Q4",
1084,1998/12/19 00:00:00,"Saturday","December",1998,19,2.00,12,"Q4",
1085,1998/12/20 00:00:00,"Sunday","December",1998,20,3.00,12,"Q4",
1086,1998/12/21 00:00:00,"Monday","December",1998,21,3.00,12,"Q4",
1087,1998/12/22 00:00:00,"Tuesday","December",1998,22,3.00,12,"Q4",
1088,1998/12/23 00:00:00,"Wednesday","December",1998,23,3.00,12,"Q4",
1089,1998/12/24 00:00:00,"Thursday","December",1998,24,3.00,12,"Q4",
1090,1998/12/25 00:00:00,"Friday","December",1998,25,3.00,12,"Q4",
1091,1998/12/26 00:00:00,"Saturday","December",1998,26,3.00,12,"Q4",
1092,1998/12/27 00:00:00,"Sunday","December",1998,27,4.00,12,"Q4",
1093,1998/12/28 00:00:00,"Monday","December",1998,28,4.00,12,"Q4",
1094,1998/12/29 00:00:00,"Tuesday","December",1998,29,4.00,12,"Q4",
1095,1998/12/30 00:00:00,"Wednesday","December",1998,30,4.00,12,"Q4",
1096,1998/12/31 00:00:00,"Thursday","December",1998,31,4.00,12,"Q4",
