"product_class_id","product_id","brand_name","product_name","SKU","SRP","gross_weight","net_weight","recyclable_package","low_fat","units_per_case","cases_per_pallet","shelf_width","shelf_height","shelf_depth"
70,434,"Steady","Steady Buffered Aspirin",37203891873.00,NT$1.42,19.10,18.10,0,0,17,8,10.80,19.30,12.70
71,435,"Steady","Steady 200 MG Ibuprofen",23017291426.00,NT$2.83,11.80,9.80,1,0,18,6,6.09,17.80,14.90
72,436,"Steady","Steady 200 MG Acetominifen",64120846390.00,NT$1.53,6.32,4.32,0,0,33,5,18.50,13.00,21.60
73,437,"Steady","Steady HCL Nasal Spray",19172012209.00,NT$1.97,19.90,17.80,0,0,14,9,8.21,5.08,12.30
73,438,"Steady","Steady Dishwasher Detergent",84394162297.00,NT$1.93,19.50,16.50,1,0,35,12,5.99,8.38,22.50
75,439,"Steady","Steady Multi-Symptom Cold Remedy",74780964255.00,NT$3.50,21.80,20.70,1,0,1,10,15.90,18.50,21.80
75,440,"Steady","Steady Childrens Cold Remedy",78262181878.00,NT$0.67,19.20,17.20,1,0,26,9,20.60,20.50,17.60
74,441,"Steady","Steady Laundry Detergent",37886750102.00,NT$0.57,13.70,10.60,1,0,6,8,13.10,15.70,4.37
74,442,"Steady","Steady Mint Mouthwash",76703603863.00,NT$2.24,21.10,20.10,0,0,8,6,8.40,14.00,7.08
80,443,"Red Wing","Red Wing 60 Watt Lightbulb",95565938353.00,NT$1.33,20.60,18.60,1,0,29,10,6.18,17.30,17.20
56,444,"Red Wing","Red Wing Plastic Forks",13620558381.00,NT$2.59,20.10,18.10,0,0,9,10,20.40,22.50,7.80
56,445,"Red Wing","Red Wing Plastic Spoons",91720659136.00,NT$3.46,16.50,15.50,1,0,17,11,21.00,8.96,13.90
56,446,"Red Wing","Red Wing Plastic Knives",69013045430.00,NT$3.75,11.00,9.00,0,0,31,10,13.40,4.14,20.60
101,447,"Red Wing","Red Wing C-Size Batteries",81231741309.00,NT$2.88,19.40,17.30,1,0,15,6,12.80,18.00,13.00
80,448,"Red Wing","Red Wing 100 Watt Lightbulb",27761893868.00,NT$1.54,15.80,14.80,0,0,23,7,13.40,4.44,19.20
101,449,"Red Wing","Red Wing AAA-Size Batteries",20435397028.00,NT$3.69,10.30,8.30,1,0,9,10,5.90,19.60,5.93
55,450,"Red Wing","Red Wing Paper Plates",26203315854.00,NT$3.37,18.90,17.80,0,0,18,10,10.20,3.56,13.20
55,451,"Red Wing","Red Wing Paper Cups",78114585280.00,NT$1.78,13.40,11.30,1,0,25,11,22.70,18.70,19.90
80,452,"Red Wing","Red Wing 75 Watt Lightbulb",53120270371.00,NT$2.48,11.10,8.10,0,0,5,11,3.26,5.32,5.54
22,453,"Red Wing","Red Wing Toilet Bowl Cleaner",74269306063.00,NT$2.92,19.40,18.30,1,0,24,6,22.60,19.20,17.90
22,454,"Red Wing","Red Wing Counter Cleaner",18512757420.00,NT$0.93,14.00,12.00,0,0,3,6,15.00,14.30,4.68
22,455,"Red Wing","Red Wing Glass Cleaner",64571403861.00,NT$1.68,10.40,7.39,1,0,11,7,15.60,20.70,10.80
80,456,"Red Wing","Red Wing 25 Watt Lightbulb",68052621483.00,NT$2.67,13.70,12.60,1,0,30,11,9.73,6.56,19.80
101,457,"Red Wing","Red Wing AA-Size Batteries",27677189707.00,NT$2.26,13.20,11.10,1,0,10,11,7.51,9.86,9.95
101,458,"Red Wing","Red Wing D-Size Batteries",66494043469.00,NT$1.50,16.80,14.70,1,0,10,9,17.40,20.10,8.70
18,459,"Red Wing","Red Wing Paper Towels",85356377959.00,NT$0.64,16.40,15.30,0,0,31,12,15.20,3.49,18.80
18,460,"Red Wing","Red Wing Soft Napkins",93410997986.00,NT$1.61,13.70,11.60,1,0,21,11,19.80,5.52,14.60
18,461,"Red Wing","Red Wing Scented Tissue",81511098742.00,NT$2.72,16.10,13.10,0,0,23,8,9.86,15.60,13.90
18,462,"Red Wing","Red Wing Toilet Paper",58803485035.00,NT$2.12,15.60,14.60,1,0,2,8,7.65,18.90,4.12
18,463,"Red Wing","Red Wing Tissues",16141352057.00,NT$1.25,8.28,5.27,1,0,18,12,11.90,22.90,11.40
18,464,"Red Wing","Red Wing Scented Toilet Tissue",41454463601.00,NT$3.56,15.60,14.60,1,0,20,9,7.28,21.10,14.10
20,465,"Red Wing","Red Wing Room Freshener",34127966761.00,NT$2.95,15.20,13.10,0,0,35,9,5.06,4.50,4.26
40,466,"Red Wing","Red Wing Frying Pan",39895885586.00,NT$2.63,8.79,5.78,0,0,23,8,4.36,18.50,16.10
87,467,"Red Wing","Red Wing Copper Cleaner",91807155013.00,NT$3.81,8.33,7.32,1,0,3,7,22.10,21.80,6.30
47,468,"Red Wing","Red Wing Bees Wax Candles",66812840104.00,NT$1.74,10.60,9.60,1,0,5,14,12.10,12.00,5.58
87,469,"Red Wing","Red Wing Silver Cleaner",87961875796.00,NT$1.29,8.03,5.02,1,0,30,13,16.70,14.00,21.40
86,470,"Red Wing","Red Wing Copper Pot Scrubber",32205327153.00,NT$2.90,7.57,5.57,1,0,15,7,14.50,17.30,11.50
85,471,"Red Wing","Red Wing Economy Toilet Brush",22592129111.00,NT$0.83,9.93,7.93,0,0,17,14,4.55,7.50,10.80
41,472,"Red Wing","Red Wing Scissors",57052045464.00,NT$0.82,9.47,8.47,1,0,10,12,22.30,10.80,20.90
42,473,"Red Wing","Red Wing Large Sponge",82774483561.00,NT$0.73,14.00,12.00,0,0,24,12,21.80,4.17,15.00
41,474,"Red Wing","Red Wing Screw Driver",55493467450.00,NT$3.52,21.30,19.20,1,0,26,10,17.10,22.40,17.70
65,475,"Quick","Quick Extra Lean Hamburger",74355801939.00,NT$2.61,20.90,17.80,1,0,6,9,14.90,5.75,7.85
65,476,"Quick","Quick Seasoned Hamburger",82410421967.00,NT$3.64,15.60,14.60,1,0,22,12,12.10,11.20,13.80
104,477,"Dollar","Dollar Monthly Sports Magazine",70510522723.00,NT$0.86,19.10,18.10,1,0,7,12,20.40,15.00,14.60
108,478,"Dollar","Dollar Monthly Auto Magazine",47802909016.00,NT$2.91,10.80,8.80,0,0,6,13,19.20,12.20,12.20
107,479,"Dollar","Dollar Monthly Computer Magazine",71238645911.00,NT$2.15,16.40,14.30,1,0,14,13,4.95,8.20,15.50
105,480,"Dollar","Dollar Monthly Home Magazine",41670928597.00,NT$1.69,13.20,12.10,0,0,13,13,9.06,13.50,16.50
106,481,"Dollar","Dollar Monthly Fashion Magazine",23127390742.00,NT$2.85,14.10,12.10,1,0,33,12,5.31,5.90,6.13
61,482,"Tell Tale","Tell Tale Summer Squash",28895309567.00,NT$0.73,18.70,16.70,0,1,25,14,6.92,6.21,19.60
61,483,"Tell Tale","Tell Tale Corn on the Cob",80806578993.00,NT$1.94,13.00,10.00,1,0,3,10,20.80,21.60,5.86
61,484,"Tell Tale","Tell Tale Asparagus",55812264084.00,NT$3.64,8.35,6.35,0,1,4,12,7.56,4.92,14.20
61,485,"Tell Tale","Tell Tale Sweet Peas",76961299777.00,NT$2.19,14.50,12.50,0,1,23,11,19.60,21.10,21.60
61,486,"Tell Tale","Tell Tale New Potatos",21204751133.00,NT$1.14,14.80,12.80,1,1,18,14,13.30,12.50,8.47
61,487,"Tell Tale","Tell Tale Beets",11591553092.00,NT$2.60,9.09,6.09,0,1,5,7,18.50,20.30,19.50
61,488,"Tell Tale","Tell Tale Prepared Salad",15072770714.00,NT$2.59,9.77,7.77,1,1,20,10,14.40,8.41,16.10
61,489,"Tell Tale","Tell Tale Onions",40795208811.00,NT$2.41,16.40,13.30,1,1,12,12,8.95,10.20,8.48
61,490,"Tell Tale","Tell Tale Green Pepper",44229219555.00,NT$1.65,13.40,11.30,0,1,24,6,7.33,13.60,21.20
61,491,"Tell Tale","Tell Tale Shitake Mushrooms",63091554045.00,NT$3.51,19.60,18.60,1,0,14,13,20.70,12.10,13.70
61,492,"Tell Tale","Tell Tale Lettuce",71146174073.00,NT$1.77,20.30,19.20,0,0,12,11,15.50,6.91,20.30
61,493,"Tell Tale","Tell Tale Elephant Garlic",59246274828.00,NT$2.64,7.43,5.42,1,0,23,9,11.10,21.80,3.83
61,494,"Tell Tale","Tell Tale Red Pepper",36538661122.00,NT$1.93,9.02,6.02,1,0,27,12,11.70,12.20,15.20
61,495,"Tell Tale","Tell Tale Garlic",59974398016.00,NT$1.17,9.22,6.22,1,0,8,8,7.01,19.20,19.40
61,496,"Tell Tale","Tell Tale Potatos",96504550576.00,NT$0.84,11.20,10.10,0,0,31,11,9.79,6.34,20.60
61,497,"Tell Tale","Tell Tale Cauliflower",23080183863.00,NT$1.87,14.70,13.60,1,0,10,9,7.83,6.85,8.93
61,498,"Tell Tale","Tell Tale Tomatos",28848102688.00,NT$2.55,11.90,10.80,1,1,28,12,4.00,3.58,21.70
61,499,"Tell Tale","Tell Tale Mushrooms",69542331099.00,NT$2.96,13.90,11.80,1,0,28,12,16.80,5.12,20.40
61,500,"Tell Tale","Tell Tale Baby Onion",44548016190.00,NT$2.66,17.00,14.00,0,1,11,12,22.60,14.40,21.40
61,501,"Tell Tale","Tell Tale Dried Mushrooms",65697051882.00,NT$1.45,17.10,15.10,1,1,13,10,3.23,20.00,16.10
61,502,"Tell Tale","Tell Tale Fresh Lima Beans",99940503239.00,NT$3.17,20.10,18.10,1,0,24,12,10.60,9.42,12.00
61,503,"Tell Tale","Tell Tale Squash",90327305197.00,NT$1.86,21.20,20.20,0,1,31,7,19.80,13.10,11.10
99,504,"Tell Tale","Tell Tale Limes",69906392693.00,NT$1.84,13.60,11.60,1,1,28,10,14.70,7.32,20.30
67,505,"Tell Tale","Tell Tale Firm Tofu",29530960917.00,NT$1.67,18.10,16.10,0,0,30,7,17.50,19.00,18.30
1,506,"Tell Tale","Tell Tale Almonds",92249944806.00,NT$3.68,11.50,8.50,1,0,3,8,15.20,6.59,12.20
99,507,"Tell Tale","Tell Tale Macintosh Apples",87210149168.00,NT$2.53,20.40,18.30,1,0,14,9,22.30,3.04,13.80
99,508,"Tell Tale","Tell Tale Golden Delcious Apples",82579680085.00,NT$3.79,13.90,11.80,1,1,22,11,20.20,19.50,22.80
99,509,"Tell Tale","Tell Tale Red Delcious Apples",46777650713.00,NT$1.90,20.90,18.80,1,0,8,14,9.46,12.50,14.80
99,510,"Tell Tale","Tell Tale Lemons",47972167134.00,NT$0.61,9.33,7.32,1,0,27,7,3.69,20.90,15.40
99,511,"Tell Tale","Tell Tale Fancy Plums",71407904028.00,NT$0.68,21.00,19.00,0,1,31,6,3.31,22.00,16.10
99,512,"Tell Tale","Tell Tale Plums",17938056588.00,NT$2.74,9.85,7.85,0,0,10,7,19.70,7.08,6.50
99,513,"Tell Tale","Tell Tale Peaches",34513689875.00,NT$0.58,11.00,10.00,1,0,31,13,6.16,17.40,20.50
61,514,"Tell Tale","Tell Tale Broccoli",40281608700.00,NT$1.81,20.90,17.80,1,1,35,11,6.63,8.38,9.31
99,515,"Tell Tale","Tell Tale Mandarin Oranges",92192878127.00,NT$1.91,20.70,19.70,0,1,17,9,7.86,19.70,13.70
1,516,"Tell Tale","Tell Tale Mixed Nuts",67198563218.00,NT$1.85,21.80,19.70,1,0,6,13,6.94,9.01,15.20
1,517,"Tell Tale","Tell Tale Canned Peanuts",77130557894.00,NT$3.40,7.87,6.86,0,0,26,5,11.60,9.50,3.90
61,518,"Tell Tale","Tell Tale Sweet Onion",21374009251.00,NT$1.36,13.50,11.50,0,1,19,7,12.60,16.80,8.99
99,519,"Tell Tale","Tell Tale Cantelope",11760811209.00,NT$3.82,17.10,15.10,1,0,10,11,10.50,8.46,22.20
99,520,"Tell Tale","Tell Tale Honey Dew",81339898705.00,NT$2.80,7.28,6.28,1,0,21,8,13.80,12.50,17.20
99,521,"Tell Tale","Tell Tale Fuji Apples",40964466929.00,NT$3.63,8.48,6.47,1,0,17,7,20.90,18.40,11.20
1,522,"Tell Tale","Tell Tale Walnuts",13683450818.00,NT$1.63,15.60,13.60,1,1,6,7,7.04,15.80,10.90
99,523,"Tell Tale","Tell Tale Oranges",98643655180.00,NT$1.72,11.30,9.30,0,1,27,12,7.76,10.20,21.60
99,524,"Tell Tale","Tell Tale Tangerines",40600405335.00,NT$1.74,13.80,11.80,0,0,16,13,4.57,13.00,22.60
1,525,"Tell Tale","Tell Tale Party Nuts",94798375964.00,NT$2.85,11.30,9.30,0,1,30,14,12.80,11.90,7.77
24,526,"Kiwi","Kiwi Lox",36971591114.00,NT$2.25,18.40,16.30,1,1,31,5,20.70,18.30,17.40
2,527,"Kiwi","Kiwi Scallops",60407328009.00,NT$2.38,11.90,8.89,0,0,15,13,8.75,9.24,3.87
45,528,"Fast","Fast Low Fat Cookies",96937480568.00,NT$0.96,6.59,4.59,1,1,8,13,16.00,9.16,7.40
12,529,"Fast","Fast BBQ Potato Chips",23513113856.00,NT$2.19,17.70,15.70,0,1,9,9,14.50,6.88,8.27
12,530,"Fast","Fast Corn Chips",29281032681.00,NT$3.76,9.41,6.40,1,0,24,11,3.38,7.67,22.70
12,531,"Fast","Fast Low Fat BBQ Chips",81192302107.00,NT$0.60,16.90,14.80,0,1,21,8,3.60,5.14,19.80
45,532,"Fast","Fast Sugar Cookies",56197987198.00,NT$3.87,21.70,18.70,1,0,15,14,16.80,9.92,20.60
45,533,"Fast","Fast Chocolate Chip Cookies",77347022891.00,NT$2.42,20.10,17.10,0,0,12,10,9.95,20.00,15.40
45,534,"Fast","Fast Fudge Cookies",21590474247.00,NT$3.38,12.60,10.60,0,1,26,5,4.69,5.39,9.71
45,535,"Fast","Fast Fudge Brownies",90496563315.00,NT$2.84,7.92,6.92,1,1,4,12,21.50,3.10,15.50
12,536,"Fast","Fast Potato Chips",70075650811.00,NT$1.82,21.80,20.70,1,0,20,10,3.81,13.20,3.10
45,537,"Fast","Fast Lemon Cookies",29700219035.00,NT$2.65,20.70,18.70,1,0,3,11,19.30,8.98,22.80
45,538,"Fast","Fast Graham Crackers",92419202923.00,NT$0.93,20.90,18.80,1,1,13,6,4.29,12.60,14.50
82,539,"Fast","Fast Cheese Crackers",87379407286.00,NT$3.74,8.42,6.42,1,0,21,14,4.00,13.20,17.80
54,540,"Fast","Fast Buttered Popcorn",29336157441.00,NT$0.51,12.30,11.30,1,1,26,14,14.50,13.70,8.48
54,541,"Fast","Fast No Salt Popcorn",83534128069.00,NT$1.88,13.00,10.00,1,0,13,9,21.40,20.70,17.60
54,542,"Fast","Fast Low Fat Popcorn",60826514363.00,NT$1.51,6.84,3.84,0,1,35,12,3.07,5.03,16.40
83,543,"Fast","Fast Salsa Dip",18164381384.00,NT$1.64,8.05,6.05,0,0,30,6,10.00,22.00,15.40
83,544,"Fast","Fast Avocado Dip",85673232674.00,NT$2.95,16.10,14.10,1,0,12,9,20.70,21.70,9.83
46,545,"Fast","Fast Salted Pretzels",78346735835.00,NT$1.45,19.10,16.10,1,1,35,8,18.20,5.58,3.27
83,546,"Fast","Fast Cheese Dip",84114654660.00,NT$2.78,14.70,12.60,0,0,30,9,20.60,4.52,6.40
83,547,"Fast","Fast Fondue Mix",69928054213.00,NT$2.31,9.02,7.02,1,0,15,10,14.50,19.90,12.50
84,548,"Fast","Fast Mini Donuts",44933739304.00,NT$2.90,8.39,5.39,1,1,34,13,22.50,15.70,14.60
17,549,"Fast","Fast Beef Jerky",66082774996.00,NT$1.68,10.50,9.50,1,0,34,10,13.30,19.40,8.37
84,550,"Fast","Fast Chocolate Donuts",76424096226.00,NT$2.40,10.70,8.69,0,0,30,13,7.09,10.80,15.10
12,551,"Fast","Fast Low Fat Chips",66810898184.00,NT$3.21,7.87,5.86,1,0,6,12,13.50,10.90,20.40
82,552,"Fast","Fast Sesame Crackers",70292115807.00,NT$0.55,18.60,16.60,1,1,25,11,10.90,9.83,18.80
45,553,"Fast","Fast Frosted Cookies",18699643015.00,NT$1.91,7.41,5.40,0,0,24,11,17.30,20.40,11.70
109,554,"Fast","Fast Dried Apples",57516496777.00,NT$3.14,13.10,12.10,1,0,34,6,17.30,14.40,6.85
109,555,"Fast","Fast Apple Fruit Roll",76378831267.00,NT$2.88,19.30,18.20,1,0,18,14,10.60,12.90,19.20
109,556,"Fast","Fast Strawberry Fruit Roll",18335581421.00,NT$3.25,11.30,8.30,1,0,24,10,3.95,17.10,3.67
109,557,"Fast","Fast Raspberry Fruit Roll",72533552050.00,NT$1.36,18.40,15.30,0,0,18,10,20.80,4.53,20.80
109,558,"Fast","Fast Grape Fruit Roll",49825938344.00,NT$0.80,15.00,13.00,0,1,21,13,16.00,6.79,8.77
109,559,"Fast","Fast Dried Dates",97163805365.00,NT$3.78,19.90,17.80,0,1,20,7,20.70,17.30,6.64
109,560,"Fast","Fast Raisins",43693957924.00,NT$1.20,15.00,12.00,0,1,5,12,6.55,7.06,5.45
109,561,"Fast","Fast Golden Raisins",36367461085.00,NT$0.77,15.70,13.60,1,1,9,9,12.40,20.70,4.61
109,562,"Fast","Fast Dried Apricots",42135379910.00,NT$0.59,17.80,15.70,0,0,21,10,13.80,5.58,20.80
84,563,"Fast","Fast Frosted Donuts",58927478194.00,NT$1.68,19.90,18.80,0,1,31,9,6.76,7.11,19.50
36,564,"Atomic","Atomic Tasty Candy Bar",10031033158.00,NT$0.66,17.90,15.80,1,1,9,13,7.18,8.35,17.00
36,565,"Atomic","Atomic Mint Chocolate Bar",55082198977.00,NT$0.90,10.90,9.89,1,0,9,11,12.90,22.50,13.60
36,566,"Atomic","Atomic Malted Milk Balls",65423520207.00,NT$1.78,13.90,10.80,0,0,20,13,20.30,11.90,9.61
36,567,"Atomic","Atomic Semi-Sweet Chocolate Bar",55810322165.00,NT$2.35,15.90,13.80,1,1,35,13,4.46,5.77,13.20
37,568,"Atomic","Atomic Bubble Gum",59291539788.00,NT$3.33,11.20,8.19,0,1,18,13,11.50,6.82,11.60
38,569,"Atomic","Atomic Spicy Mints",18916108012.00,NT$3.16,7.79,5.78,1,1,33,13,16.90,3.52,17.00
38,570,"Atomic","Atomic Mints",57732961773.00,NT$2.16,17.50,15.50,0,1,32,9,19.60,21.10,5.86
36,571,"Atomic","Atomic White Chocolate Bar",65114583373.00,NT$1.25,10.40,8.39,0,0,31,8,6.66,17.60,7.45
5,572,"Shady Lake","Shady Lake Ravioli",73169203400.00,NT$2.51,8.94,5.93,0,0,11,9,9.85,22.20,19.80
5,573,"Shady Lake","Shady Lake Manicotti",61269304156.00,NT$3.39,19.70,18.70,1,1,9,10,4.48,3.23,15.80
5,574,"Shady Lake","Shady Lake Spaghetti",38561690449.00,NT$2.67,19.00,17.00,1,0,29,11,13.40,3.46,12.90
57,575,"Shady Lake","Shady Lake Thai Rice",85899557471.00,NT$2.81,11.00,8.00,1,1,26,7,7.64,16.50,9.69
57,576,"Shady Lake","Shady Lake Rice Medly",32429710030.00,NT$0.70,18.60,16.60,1,1,11,12,16.20,8.50,9.20
43,577,"Walrus","Walrus Imported Beer",25103213191.00,NT$2.62,6.11,3.11,1,0,31,9,15.80,20.10,17.50
44,578,"Walrus","Walrus Light Wine",30871132016.00,NT$2.29,9.38,8.38,1,0,9,8,10.50,21.40,6.50
44,579,"Walrus","Walrus Chardonnay Wine",82782401442.00,NT$0.83,15.70,13.60,0,0,35,9,22.50,19.60,19.50
44,580,"Walrus","Walrus Chablis Wine",21200867295.00,NT$2.41,19.90,17.80,0,0,29,6,21.40,16.60,18.20
44,581,"Walrus","Walrus Merlot Wine",42349902987.00,NT$2.84,19.40,17.30,1,0,6,14,10.80,9.99,3.24
44,582,"Walrus","Walrus Chardonnay",76593354344.00,NT$3.80,9.90,6.89,1,0,32,6,22.70,8.21,16.20
44,583,"Walrus","Walrus White Zinfandel Wine",66980156302.00,NT$1.61,19.40,17.30,1,0,18,7,11.90,3.33,13.20
43,584,"Walrus","Walrus Light Beer",70461373925.00,NT$2.59,17.60,15.60,0,0,31,6,21.30,16.50,18.80
27,585,"Colony","Colony Pumpernickel Bread",30085942149.00,NT$2.18,8.08,5.07,0,1,21,7,13.30,14.70,11.80
27,586,"Colony","Colony White Bread",68902795910.00,NT$1.42,18.90,16.80,1,0,2,8,17.80,21.30,10.30
27,587,"Colony","Colony Rye Bread",87765130400.00,NT$3.27,7.71,5.71,0,0,18,6,4.43,20.80,18.20
26,588,"Colony","Colony English Muffins",95819750428.00,NT$1.54,7.55,5.55,0,0,35,8,14.40,4.41,15.10
26,589,"Colony","Colony Cranberry Muffins",72702810168.00,NT$2.65,16.40,15.30,1,0,35,12,18.10,11.70,12.10
26,590,"Colony","Colony Muffins",49995196461.00,NT$1.93,6.14,3.13,0,0,33,8,19.20,19.00,17.20
25,591,"Colony","Colony Bagels",97333063483.00,NT$1.17,8.72,6.72,0,1,13,8,12.90,15.00,20.80
26,592,"Colony","Colony Blueberry Muffins",43863216042.00,NT$2.48,12.70,11.60,1,0,30,6,3.16,17.80,21.40
27,593,"Colony","Colony Wheat Bread",36536719202.00,NT$1.87,12.00,10.00,1,0,26,13,22.10,12.40,16.00
49,594,"Landslide","Landslide Sesame Oil",42304638028.00,NT$0.58,7.27,4.26,1,0,4,10,9.48,22.40,9.45
53,595,"Landslide","Landslide Chunky Peanut Butter",94215907454.00,NT$1.42,7.95,4.94,1,0,31,10,15.50,4.96,3.61
51,596,"Landslide","Landslide Hot Chocolate",69221592545.00,NT$0.64,10.40,8.39,0,1,28,13,21.40,13.20,9.70
50,597,"Landslide","Landslide Brown Sugar",90370628237.00,NT$2.80,19.30,16.20,1,1,19,12,20.30,8.61,21.10
50,598,"Landslide","Landslide White Sugar",65592778325.00,NT$1.52,10.30,9.30,1,0,25,8,8.20,14.90,10.80
90,599,"Landslide","Landslide French Roast Coffee",55979580283.00,NT$2.32,9.79,7.78,1,0,21,9,5.55,9.60,10.40
90,600,"Landslide","Landslide Decaf Coffee",59460797905.00,NT$2.31,18.90,16.80,1,0,3,9,11.10,5.79,12.50
90,601,"Landslide","Landslide Regular Coffee",85183236002.00,NT$2.13,14.90,12.80,0,0,9,9,9.02,8.84,3.85
49,602,"Landslide","Landslide Vegetable Oil",57902219891.00,NT$2.14,15.90,13.80,1,0,3,7,12.10,20.00,18.50
49,603,"Landslide","Landslide Corn Oil",76764554381.00,NT$1.23,16.50,14.50,1,1,19,10,8.10,8.11,15.20
48,604,"Landslide","Landslide Tomato Sauce",84819174408.00,NT$1.25,9.48,6.47,0,0,27,10,6.60,5.74,16.70
49,605,"Landslide","Landslide Canola Oil",72919275164.00,NT$2.36,21.20,20.20,1,0,31,10,15.90,3.49,4.93
33,606,"Landslide","Landslide Grape Preserves",50211661458.00,NT$2.65,11.30,9.30,0,0,20,9,9.31,21.90,17.30
90,607,"Landslide","Landslide Columbian Coffee",62430357336.00,NT$2.78,13.30,10.30,0,0,26,9,13.10,22.40,8.62
31,608,"Landslide","Landslide Strawberry Jelly",32862640023.00,NT$0.68,10.20,8.19,1,0,25,13,15.80,16.60,9.61
4,609,"Landslide","Landslide Pepper",25536143183.00,NT$2.59,11.30,9.30,0,1,2,14,4.08,15.80,13.60
33,610,"Landslide","Landslide Low Fat Apple Butter",31304062008.00,NT$2.27,7.14,5.13,1,1,24,6,13.00,15.80,11.80
4,611,"Landslide","Landslide Salt",83215331435.00,NT$0.82,15.10,13.10,1,0,30,6,15.60,18.80,13.70
33,612,"Landslide","Landslide Apple Butter",58221016526.00,NT$2.38,11.60,10.60,1,0,12,7,22.70,20.10,11.50
4,613,"Landslide","Landslide Oregano",79370052218.00,NT$1.82,21.10,20.10,1,0,20,7,10.80,19.90,13.00
31,614,"Landslide","Landslide Apple Jelly",23613503575.00,NT$3.78,16.70,14.70,1,0,24,13,21.70,8.79,21.20
32,615,"Landslide","Landslide Grape Jam",69672150015.00,NT$1.35,18.40,16.30,0,1,34,6,10.30,15.80,5.11
32,616,"Landslide","Landslide Apple Jam",73153367638.00,NT$1.33,21.90,19.80,1,1,13,11,18.80,8.57,20.90
32,617,"Landslide","Landslide Strawberry Jam",98875805735.00,NT$1.16,13.90,10.80,1,1,30,9,21.20,22.70,7.78
53,618,"Landslide","Landslide Creamy Peanut Butter",71594789624.00,NT$1.40,7.28,6.28,1,1,21,7,17.20,21.10,12.10
33,619,"Landslide","Landslide Strawberry Preserves",90457124114.00,NT$2.25,6.14,5.13,0,0,3,8,14.00,19.10,16.80
53,620,"Landslide","Landslide Extra Chunky Peanut Butter",98511744141.00,NT$0.73,7.80,5.80,1,0,36,12,13.30,7.30,3.26
33,621,"Landslide","Landslide Apple Preserves",86611844897.00,NT$1.39,9.36,7.35,1,0,22,13,4.69,7.69,12.10
31,622,"Landslide","Landslide Grape Jelly",63904231190.00,NT$0.81,6.38,3.38,1,1,28,5,22.30,15.50,4.95
30,623,"Token","Token Berry Juice",87339968085.00,NT$1.80,8.04,7.03,1,0,2,5,11.70,18.10,8.82
52,624,"Token","Token Mango Drink",33870120644.00,NT$2.46,20.40,18.30,1,1,16,12,11.50,8.99,14.90
52,625,"Token","Token Strawberry Drink",15326582789.00,NT$1.61,13.80,10.80,1,0,18,6,10.90,16.50,3.90
19,626,"Token","Token Cream Soda",21094501614.00,NT$1.29,6.73,4.73,0,0,9,14,9.79,12.00,15.30
19,627,"Token","Token Diet Soda",73005771040.00,NT$1.70,7.64,4.63,1,0,31,13,14.40,14.20,10.10
19,628,"Token","Token Cola",48011456131.00,NT$1.40,16.40,14.30,1,0,12,13,16.50,11.50,17.30
19,629,"Token","Token Diet Cola",69160491824.00,NT$0.55,10.00,8.00,0,0,10,12,22.70,4.44,14.30
30,630,"Token","Token Orange Juice",13403943181.00,NT$2.80,11.00,10.00,1,0,33,11,7.34,6.72,9.09
30,631,"Token","Token Cranberry Juice",93790745139.00,NT$0.78,19.70,17.70,1,0,7,8,9.47,3.99,16.30
30,632,"Token","Token Apple Juice",73369832634.00,NT$0.83,20.60,18.60,0,0,1,11,14.00,6.27,11.00
52,633,"Token","Token Apple Drink",32994400858.00,NT$0.74,15.60,13.60,1,0,33,10,20.20,19.30,7.55
35,634,"Radius","Radius Oatmeal",60594213604.00,NT$2.53,13.10,10.10,1,1,12,9,18.80,21.60,5.20
35,635,"Radius","Radius Corn Puffs",55554417967.00,NT$1.38,7.92,5.92,0,1,34,8,15.00,22.60,16.20
35,636,"Radius","Radius Wheat Puffs",87511168122.00,NT$2.64,12.20,9.19,0,1,19,8,10.20,15.40,11.70
35,637,"Radius","Radius Grits",51709138751.00,NT$0.86,8.40,7.39,0,1,2,13,12.00,13.20,22.30
62,638,"Bravo","Bravo Canned Beets",52903655171.00,NT$3.15,6.80,5.80,1,0,22,9,16.50,20.00,19.70
62,639,"Bravo","Bravo Creamed Corn",76339392066.00,NT$3.28,16.20,14.20,0,0,18,14,4.16,13.20,16.10
62,640,"Bravo","Bravo Canned String Beans",22869544625.00,NT$2.59,9.63,7.63,0,1,20,8,3.52,20.80,5.09
58,641,"Bravo","Bravo Chicken Soup",39445177912.00,NT$3.98,18.50,15.50,1,1,11,7,22.30,16.20,16.50
62,642,"Bravo","Bravo Canned Yams",45213096737.00,NT$1.66,7.39,6.38,1,1,21,7,17.10,21.20,11.90
58,643,"Bravo","Bravo Vegetable Soup",62005195021.00,NT$1.84,9.00,6.00,0,0,19,7,7.64,17.20,5.81
62,644,"Bravo","Bravo Canned Tomatos",37010880112.00,NT$0.87,13.40,11.30,0,0,32,10,20.50,3.37,21.30
58,645,"Bravo","Bravo Noodle Soup",58159915804.00,NT$3.32,6.41,5.40,0,0,8,5,5.97,19.80,7.91
58,646,"Bravo","Bravo Regular Ramen Soup",92403367161.00,NT$1.28,6.18,4.17,1,0,1,10,17.20,5.63,9.86
58,647,"Bravo","Bravo Chicken Noodle Soup",82790169119.00,NT$2.74,17.70,15.70,1,0,23,14,15.10,17.50,21.00
