device_dev_name,device_family_name,device_hashed_mac,device_os_name,device_type_name,device_vendor_name,event_protocol_id,event_flow_outbound_or_inbound,event_role_device_or_router,event_role_server_or_client,event_rule_category,event_rule_id,event_rule_name,event_rule_reference,event_rule_severity,event_self_ipv4,event_time,router_ip
Windows,Computer,c5831c2e6ea58bdc8183535bf6fb530855d70765,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.42,12/28/2016 13:24,207.133.7.95
Windows,Computer,2f6799f167bf6b177055e424f97448c373d17d32,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.114,12/26/2016 2:22,13.55.206.135
Windows,Computer,e511b083953dcc77c391041d681f592303a0af62,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.132,12/6/2016 11:27,214.64.64.9
Windows,Computer,4fba29491cea577e4042368b481bae569e0ee28b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.31,12/31/2016 3:32,16.214.71.81
Windows,Computer,c875135bc362d868363ec5a35b092cd089ab5269,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.127,12/25/2016 14:45,15.198.138.48
Windows,Computer,bae99c76eaf3feeab66b5f736ef37f1446b6379d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.21,12/31/2016 0:47,156.115.230.233
Windows,Computer,d96af348b00ae9f298afc94923d813eabc4c0513,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.31,12/1/2016 10:53,91.36.107.150
Windows,Computer,0ea92ef2d13f55f511e4678487378ad144767b31,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.96,12/2/2016 16:15,45.56.206.220
Windows,Computer,98a813493d4c894c1c7039968b6396b45848ccad,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.45,12/17/2016 21:38,193.106.212.155
Windows,Computer,c3d94bcde6331a88c0ae3bf330fff9048cb08a0f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.155,12/3/2016 19:44,209.174.254.90
Windows 7,Computer,116c4b903ddbaffa5e7dda1da131e3a1dffa320c,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.108,12/9/2016 8:50,147.153.53.98
Windows,Computer,6bd8942a4fae31e4d7e3d7ee1eed2e52d96be639,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.9,12/13/2016 12:25,204.76.123.210
Windows 7,Computer,b133700a6134e640c661a75cb4b5563a985939f2,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.88,12/5/2016 23:32,11.163.98.176
Windows,Computer,706ae2c06b893f00aeb982db010c902b356ca30b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.23,12/14/2016 11:49,202.176.173.136
Windows 7,Computer,1929afdd85d88f785d00cc621301948d0e6b144c,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.40,12/5/2016 9:58,26.192.103.143
Windows 8/10,Computer,8426151a599257c82e9e7aa685428f6c07cc6ae5,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.0.0.186,12/6/2016 19:28,174.168.44.53
Windows,Computer,dc3a7e7796225734378e2b83d4976f8dfc3a6231,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.246,12/5/2016 8:05,213.92.45.216
Windows,Computer,3d4d76662f7b239bfae8bd5b336f8e8fc2554d6b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.123,12/18/2016 20:54,154.236.147.125
Windows,Computer,af860686d5ca3f3cc0a355b2a2b7bd3d276f423c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.1.189,12/29/2016 13:52,174.162.248.173
Windows,Computer,1c43cc6f4a7a48f696efded17395e105626c6dd3,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.3.51,12/30/2016 23:08,167.105.60.197
Windows 7,Computer,6afcc711406ab67120198194c5c5f77d8a1ab216,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.6,12/5/2016 11:11,4.40.156.249
Android 4.2-5.1,Handheld,4c7b8ed42a9cd98bda0d2e49f99bf2783854fe1f,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.189,12/10/2016 11:48,176.172.110.86
Chromebook,Computer,f2799f1b8fdfab53d7bbd0e489343ddaaffa177e,ChromeOS,Desktop/Laptop,Google Inc.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.28,12/24/2016 2:21,196.89.174.219
Windows,Computer,b64043d3ee6d81784d43fdeb82498721ff85d01f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.134,12/26/2016 6:03,90.25.31.163
Windows,Computer,2fb80a06d76246a92b75d173e726546805759e5a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.102,12/22/2016 22:30,45.103.174.94
Windows,Computer,857214474bd3cd5d7a744773252c52411919d440,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.132,12/9/2016 2:11,160.157.39.254
Windows,Computer,fd6db00adbf7b58bba788987bafbcf39d845a3e7,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.66,12/30/2016 3:14,125.170.164.50
Windows,Computer,e011d9d201f40807b0f1b716e1726a50e0001da0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.71,12/9/2016 2:05,165.131.51.148
Windows,Computer,d9760f641c82d3fd99c4055fbb7f86bdb2e61497,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.92,12/26/2016 7:01,183.10.101.177
Windows 8/10,Computer,b2ab66ce530d4b06ae2a02830a8428dd6e789973,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1058626,WEB Generic XXE Information Disclosure -1,EDB-32623; CVE-2013-5014; CVE-2013-6447; CVE-2013-6429; CVE-2014-0002; CVE-2014-0423; CVE-2014-0054; CVE-2014-0092; CVE-2011-1892; CVE-2013-4152; CVE-2014-3490; CVE-2015-0921; CVE-2015-1646; CVE-2015-6096; msf,5,192.168.1.67,12/1/2016 8:40,199.112.28.67
Windows,Computer,043ff6d01f81804d6671f11c2708921d30a8989c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.39,12/24/2016 13:58,219.97.196.142
Windows,Computer,9ab3e659afbdc408c4e6fecf6d628ae06502c724,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.132,12/2/2016 20:37,161.183.232.33
Xbox,Game Console,8ccc012ad6565387dd26170af70e96ced8d448da,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.103,12/31/2016 23:06,170.114.210.87
Android 4.2-5.1,Handheld,401285b2940c74c08383cd8b787fe38a98d8caba,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.124,12/27/2016 3:37,204.31.164.207
Windows,Computer,521757f84c07a94072ca56ca078d42ebd70edb23,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.2,12/15/2016 11:00,53.106.157.224
Windows,Computer,8e7f9aca51908804f026f06846d9f76ce3018d27,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.21,12/8/2016 12:12,170.5.13.236
Windows,Computer,39fe0ee81a67444fa884e26b4c34f0f1ccb989b9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.2.54,12/15/2016 21:35,168.255.162.49
Windows,Computer,c51be771e3f8624073a2edd3817d0ebafea96c70,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.243,12/5/2016 12:16,172.157.148.253
Windows,Computer,fe173970292f45e2cc642af1cebf1e2633bda076,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.49,12/11/2016 19:14,162.154.232.87
Windows 8/10,Computer,17e160951356adfa3a0a9e0b3b933efc8865f696,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.203,12/16/2016 22:13,170.161.220.175
Windows,Computer,3064b9146f0456e8fffa2667f69cac7d71f003ba,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.252,12/19/2016 7:11,192.196.1.248
Windows,Computer,c1d4159bf373d0d6be4c7f0f7110631338edbb65,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059982,WEB NULL-Byte Injection -4,CVE-2014-6287; msf,5,192.168.0.1,12/10/2016 6:55,156.130.99.41
Windows,Computer,55deb163df16d17e00cf408ce8c870ad631d6817,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.108,12/13/2016 12:37,51.224.105.198
Windows,Computer,af2f2ea24538be7a50c2a8d4123920e119779fc8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.85,12/4/2016 11:05,8.153.151.89
Mac OS X,Computer,5f3ca5251951bbf820801499eaa455b808d61407,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.119,12/27/2016 3:54,2001:e68:5808:ccd:a85c:b275:9388:4a2c
Windows,Computer,e2901f7ba85038fdef2e504b3dc5e05e668e435c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.27.27,12/19/2016 19:15,21.162.232.145
Android 4.2-5.1,Handheld,63fab21521941bfad480395b23c28a51620e83c5,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.55.19.4,12/22/2016 11:41,179.22.94.220
Windows,Computer,a97c42ac4164b0b7a1eb949b7b0f6b70ee42f759,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,25.101.59.183,12/5/2016 19:54,159.24.195.174
Windows,Computer,30e0763f36bfdf0a837ef72ee9a2d2be80557e22,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.111,12/1/2016 10:07,212.147.120.113
Windows,Computer,cde9d4f632285615a4e095df3fad4117e41b5cdc,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.44,12/28/2016 16:01,55.184.148.154
ASUS RT Router,Network & Peripheral,58586752c0079ad1652c79691edb3a11287479ed,Others,Router,ASUSTeK Computer Inc.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,172.26.4.78,12/2/2016 9:36,177.218.79.62
Windows,Computer,a97c42ac4164b0b7a1eb949b7b0f6b70ee42f759,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,25.101.59.183,12/1/2016 16:53,159.24.195.174
Xbox,Game Console,3c290a240d3988630310e2a15af31507ff19a6c8,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.52,12/5/2016 18:15,154.229.183.7
Windows,Computer,a94dce88a445f243c1703f75e6c82d27da1fb3b7,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.11,12/29/2016 17:24,90.115.126.217
Windows,Computer,77a4f9780227df922397a8f1dc10fa3a084ce408,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.3.116,12/11/2016 15:56,151.242.65.117
Windows,Computer,2dc2dcfaca8e0610f744edbcaa5330e61f53d310,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.199,12/11/2016 17:44,207.115.58.181
Android 4.2-5.1,Handheld,2752ebf32c70506fa58463db5bb9f5f81e883628,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.251.98,12/23/2016 1:29,202.13.143.232
Windows XP,Computer,4e89352bda6ff76b5b7605d8b0c698bdf6ee083a,Windows XP,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.140,12/29/2016 4:10,213.98.239.78
Windows,Computer,c074b19b5789be44fc4cd2b13ddbda63cc3ab6c5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.168,12/28/2016 10:18,195.205.230.94
Windows,Computer,33f1de1884a72f9715e374228f6bf44a7ae40ebe,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.169,12/9/2016 13:44,185.208.28.15
Windows 7,Computer,39de228a9e77a72c5994ee1fadf777b065dddc09,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.218,12/23/2016 4:26,194.63.248.47
Windows,Computer,91018af04c0729f448a47a1b4420159d550100ee,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,192.168.1.223,12/30/2016 6:59,160.36.63.125
Windows,Computer,31bbcd61b33e7e85e9f82faad491573a0c6917d9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.170,12/29/2016 1:34,211.238.38.153
Windows,Computer,3887947fed184054950cb00f38f369164c406a60,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.66,12/26/2016 9:07,172.157.148.253
Windows,Computer,5c8cc713ed03ad30f81c772460485137fc4bfeb8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.188,12/2/2016 14:47,169.173.51.40
Windows,Computer,9fca2002ae0f7d2187006473f5dfe3aaa7a3fa0e,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.57,12/13/2016 16:52,55.233.106.237
Android 4.2-5.1,Handheld,c56ef122414104837439387439f371097bc6108a,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1059877,WEB Directory Traversal -8,CVE-2012-5972; CVE-2013-2097; CVE-2013-4547; CVE-2015-2995; msf,5,192.168.1.126,12/17/2016 13:33,147.153.12.25
Windows 7,Computer,fae3af292f52c40dda0d1ff59db72dda080a3f00,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.123,12/19/2016 1:20,156.31.175.220
Windows,Computer,3907711be5d1420242f686473e8fb072b3a68360,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.141,12/11/2016 15:58,52.22.237.149
Nokia Internet Tablet,Handheld,f9da816ece980c4fef066f9ad8c8428d450d00d1,Maemo,PDA,Maemo,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,10.10.1.83,12/22/2016 13:23,234.199.40.10
Windows,Computer,de983e63638ad1ba019a38945c8d0ce1e9232228,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.38,12/9/2016 3:41,202.27.32.26
Windows,Computer,42acd7df94a49d0f482aa0856632b4e897b55381,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.164,12/29/2016 14:27,175.134.244.62
Windows,Computer,447fc78819b4ba23f6eddf085ad081760f7af669,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.132,12/10/2016 23:19,8.170.89.197
Android 4.2-5.1,Handheld,5af6ace63bd6a31897c4bff4c5faf2d4893019d4,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.2.211,12/2/2016 14:00,205.66.254.171
Windows 7,Computer,38d6c6d30923fa02a6ee2545d2b04daf9203e1cf,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.179,12/6/2016 14:14,172.254.147.120
Windows,Computer,a46daa387583878039b559b0cca4b5a954e35628,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.251,12/11/2016 12:42,125.49.200.136
Windows,Computer,9d52d6376b58c681ba44edce865bdebc8df7b05b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.201,12/26/2016 20:50,157.128.191.88
Windows,Computer,ecd81b2a1df2231bba6ec7e0f433a7bf07225711,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.87,12/31/2016 10:52,187.90.206.62
Android 4.2-5.1,Handheld,cec949eb7dd4cb5d12bf4a3a265889ebd619d5a4,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.214,12/31/2016 12:09,254.26.148.113
Windows,Computer,d16b2c90882a8fdf3d9401cabb8ddfbd2879eb5b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.123,12/13/2016 14:35,233.80.145.75
Windows 8/10,Computer,a14c2802e9e8b30f8965f4c68d5e173bfc85ddf9,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,192.168.1.212,12/10/2016 15:41,228.164.214.112
Xiaomi Router,Network & Peripheral,bfa67b5cc35cc87418063685343b415e9befe48e,Others,Router,Xiaomi Inc.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,217.201.66.195,12/21/2016 19:30,173.157.188.51
Windows,Computer,1275351d3138d44c47b73fdbc68f55f21a83b66c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.15,12/2/2016 11:27,151.84.51.214
