f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,target
14.7099,11.5551,16.1340,5.9107,15.1114,2.7567,5.2662,22.2983,5.3038,21.2853,6.5928,6.0328,19.3782
7.0156,13.5189,8.9987,16.5738,4.6398,1.3677,5.4895,20.7889,5.0012,20.6830,5.1283,17.4115,12.3681
9.9382,10.9247,9.1989,5.0816,10.8499,1.3157,3.2732,13.1616,13.2320,17.6144,5.4445,6.4234,14.1273
15.9219,9.0284,19.8118,11.2362,6.3477,3.0936,3.9515,9.8859,13.6306,7.2143,10.2058,13.4690,7.0903
15.1179,13.3354,13.4686,17.3932,6.8683,3.9784,5.0009,6.6147,13.3914,7.5470,2.3866,1.8284,13.9494
7.4435,12.6638,7.1319,6.4015,16.6727,2.8273,2.6426,17.9938,9.3288,19.2914,5.7701,4.8014,22.9538
15.5399,13.6432,12.0002,17.8077,4.0736,3.3290,5.9491,8.9491,11.3783,9.2367,2.0649,19.3183,7.8450
20.6244,7.1491,21.3734,18.6064,2.9074,3.9151,1.1055,6.5272,13.7018,9.2575,10.8740,3.8287,3.3635
22.0695,7.4705,20.4456,14.2789,3.6105,3.6280,1.6490,14.0269,7.4262,21.6384,10.7141,7.5542,1.9457
12.6096,9.1244,16.2624,16.3487,4.8611,2.5943,5.0679,11.6054,8.2448,17.8641,3.3608,9.4528,5.3562
8.9885,12.0315,6.4857,9.1577,12.8757,3.3835,1.2706,20.1647,5.2349,20.8436,3.2882,19.3376,16.9826
8.8529,13.3050,9.7256,5.0971,15.6157,1.4525,4.1493,9.6275,13.6389,7.7722,5.0419,17.6721,18.5882
18.6469,8.5658,20.0682,1.5908,18.2553,3.4758,2.6915,13.1960,14.0254,14.4503,10.8451,7.4526,15.4285
19.2201,4.0330,19.9508,9.3691,11.0120,3.3686,3.0149,26.1773,5.0489,21.9601,10.0706,3.1895,11.1986
7.5582,10.7399,8.4058,18.4741,4.6034,2.1835,0.7614,15.1865,11.8469,17.6258,5.2941,7.6141,12.3299
6.1748,10.2719,7.7188,3.5814,14.3829,1.0725,5.7418,8.1762,12.9295,17.6138,5.6983,12.9248,10.7868
24.4070,5.7430,21.6690,14.7043,4.1157,3.4915,3.1767,9.9525,10.5769,8.9088,10.9112,2.3979,3.4603
7.3036,11.2702,7.0632,14.4586,5.4871,0.2288,4.0504,7.8037,12.5171,6.6495,5.7292,16.1288,9.9702
6.5644,13.9152,6.2234,6.4908,14.2740,2.0027,1.8957,7.3489,12.7083,7.7752,3.8406,17.6058,18.5692
6.2771,12.6366,7.6329,15.4506,5.4303,2.3349,3.0129,8.4898,13.4365,9.0392,4.2835,16.8096,11.0197
9.0568,11.1162,6.1717,14.6424,2.9262,2.2074,4.8097,6.1325,13.8806,8.6583,4.8846,21.1927,3.8534
19.8014,6.6053,19.4271,13.1405,5.2875,2.7568,1.0768,6.1803,10.7948,8.9918,10.7492,15.4561,1.4343
25.9041,6.5216,21.3380,10.4022,7.6049,0.0410,3.2932,6.6059,10.5300,8.0626,10.9887,8.5553,3.9578
8.9695,13.9103,7.4774,1.2035,16.3489,3.9099,4.1251,13.8633,12.7346,15.5835,5.0128,10.7027,20.1379
9.4569,11.6218,16.0937,6.2523,16.6679,3.5214,4.6940,14.1591,10.6771,16.1112,10.1666,21.6984,14.2554
25.7372,7.0082,20.7421,3.4362,15.6804,0.6228,4.9594,14.5933,15.6165,12.1725,10.0416,18.6939,9.2771
7.7020,12.1936,7.7752,3.7850,15.2792,2.0624,5.5768,28.3659,8.6792,21.4935,4.0153,7.1052,24.5567
11.9033,8.5998,17.7344,1.1690,18.3718,3.0292,4.1511,7.0202,13.3521,9.2504,6.9696,16.4605,12.6325
9.7740,10.1020,6.5390,6.6552,14.2955,2.5838,4.9977,7.8773,11.0823,6.2292,5.5457,17.0070,13.2370
8.4321,13.3458,6.3394,4.6706,18.9584,2.1735,1.2039,22.0341,7.9582,21.2721,5.9252,17.8113,23.8907
7.9800,13.7001,8.8384,6.2412,16.8108,3.1504,5.9570,21.8270,8.6109,21.1272,5.0113,21.5921,19.2953
12.9617,9.9523,19.2887,1.7455,18.2375,2.9021,5.8488,6.7710,10.3160,7.1214,10.7984,9.2009,15.0904
7.8561,11.7457,9.4264,13.9982,8.9564,3.0978,5.1861,9.3195,13.2980,8.9804,5.4063,2.8933,15.1428
11.1702,9.3751,13.4980,5.1106,17.0115,2.5916,3.0038,15.5041,9.1266,15.1631,2.6960,16.4357,16.4864
9.7053,11.5417,8.4651,13.7177,11.3830,0.2664,3.7018,8.6204,8.6024,16.6340,5.4384,9.1287,12.8067
17.5336,6.0612,19.7013,10.1039,9.0786,1.8766,3.8478,9.5141,13.3842,13.0540,10.1058,20.3746,1.7309
15.2487,9.7573,16.5721,18.3902,1.1519,0.9302,5.8790,6.1890,10.5852,7.1120,7.0283,10.6129,3.3571
30.2687,6.0531,19.3204,15.3111,5.1784,3.7499,5.8341,9.6545,9.4916,14.8906,10.4792,11.6031,-2.6169
13.9782,9.6724,19.7151,5.1267,16.6885,2.4995,1.2732,9.8282,13.4929,14.0457,10.8812,9.1042,15.1474
7.1983,10.2256,7.6616,5.1638,11.5703,3.1606,5.2070,7.5297,10.0406,8.5851,4.0359,7.7166,13.0798
23.0117,8.6095,19.1493,10.5373,10.6391,2.6183,1.9739,9.8397,12.2385,16.8369,10.9802,5.9138,7.9313
9.5199,11.6489,9.3371,16.2564,2.0498,2.8672,5.1100,11.3898,12.2162,17.5520,5.5063,18.0101,3.7395
30.0085,5.0433,21.2709,18.3900,2.1055,1.8685,4.3005,9.4516,10.1499,6.3736,10.0677,16.4156,-2.5243
14.1136,15.6383,14.2638,13.9813,10.0154,3.1105,5.7106,21.1592,7.6047,19.5262,8.7673,7.7983,19.4213
27.5923,4.6080,19.5182,12.0195,5.6539,3.2114,5.1616,6.7679,10.7560,6.8989,10.7871,11.5002,-1.6044
7.9837,11.6401,6.8084,3.0754,17.7242,0.8954,5.9905,6.3913,13.7981,9.1016,5.1528,11.8234,16.9017
7.6017,13.4119,8.0019,11.6225,15.2566,3.4149,2.0310,6.2259,13.6895,7.0923,3.6074,9.3268,20.3556
14.1062,12.4680,13.5324,12.5928,10.8278,2.2301,3.1286,15.7430,14.5096,16.9707,8.8473,19.0085,13.1126
9.6613,13.5078,8.7668,16.2898,3.1984,2.8825,5.3079,16.6281,7.8197,20.8700,5.3483,11.9892,9.6482
15.4361,10.1926,14.0684,6.3149,17.3577,2.5274,1.2946,7.1771,12.5531,7.2540,8.9323,10.0023,17.1487
14.9453,9.0116,19.2384,4.0926,17.6408,3.8755,5.5070,10.3111,15.4327,17.2722,10.4512,3.2077,13.1846
9.8991,8.6550,15.5028,6.5872,13.4183,3.7962,5.5737,12.9676,4.6557,19.3068,7.3216,4.8764,11.2774
9.8138,12.2660,14.2160,15.0486,7.3138,3.2835,5.6287,10.7531,12.0436,16.2614,10.9441,1.7537,11.5050
9.0352,10.0082,6.5236,9.9957,10.1089,2.9751,4.7140,25.2681,4.3354,21.9392,5.1966,18.0820,13.7931
11.7162,15.0833,15.7189,9.4931,14.8418,2.9844,5.3614,8.3012,13.5152,15.7384,4.7508,19.5388,14.4049
6.8351,11.3473,7.6930,9.7767,14.0876,3.4800,0.6878,18.2862,9.4057,21.5087,4.6139,3.6330,20.5752
10.2860,9.7105,13.6430,6.6919,13.0519,2.2569,0.6620,9.3079,11.5822,6.1124,9.8113,13.9427,15.1627
17.6713,5.3223,20.8426,4.3849,17.1222,3.3491,3.8729,6.6381,11.7174,8.3693,10.1260,18.6968,6.7122
8.7312,10.5576,16.9412,14.3439,6.6922,2.3352,2.5707,22.5188,5.0569,20.5931,9.1199,8.4685,14.4447
8.3120,13.4624,14.1990,14.3431,8.5166,2.9832,4.1408,7.9626,13.7388,7.7706,10.9521,2.9105,16.0399
9.3210,12.3056,6.8726,14.2824,3.6650,1.4678,3.3359,8.7190,13.2643,6.3864,5.8949,5.4128,12.9269
6.1170,12.0045,6.5488,11.9537,7.2957,2.2264,2.8757,9.1158,13.1424,6.4416,5.8825,6.7341,15.4964
17.4583,9.6715,21.6813,4.5892,17.9800,2.4398,3.9975,13.1439,14.3704,12.9312,10.0141,0.3158,18.9518
27.5113,6.5301,21.7365,14.0152,2.1601,2.1508,3.1366,7.7710,12.9355,7.7489,10.8117,20.4332,-2.9155
11.1925,10.4494,16.0142,11.0403,11.7213,2.8312,1.1268,24.1574,8.7141,20.0510,10.0549,18.3699,16.3349
8.4441,11.3827,6.4932,4.0905,16.1663,3.2242,2.0055,30.7241,5.2318,19.3136,5.0875,12.0898,26.3550
14.2255,9.0974,20.7352,17.8232,5.8489,3.0886,0.4002,9.8116,12.0307,8.0012,10.5312,6.2829,10.7287
14.6590,12.8764,14.2077,12.1166,11.5971,0.4819,5.9254,9.4945,14.5634,14.5065,3.1558,8.1826,14.2457
15.0403,7.9586,19.6711,3.8009,17.8120,2.6572,4.6721,7.9230,10.8673,7.6907,10.8266,15.7885,11.7782
23.1032,5.1722,19.0720,15.7895,3.2963,3.5695,5.0992,6.0454,12.6337,7.5058,10.2337,9.6515,-1.9300
16.5995,4.9101,21.5334,10.2256,10.3076,1.3958,5.7357,11.0617,9.0223,16.4254,10.5402,0.2881,5.6815
15.6803,14.3095,15.5987,17.0966,3.3002,3.8778,3.6460,9.4145,13.3187,13.3884,8.9342,8.2587,9.6290
7.2615,11.8051,6.2305,5.2680,13.6374,0.9037,5.2264,11.6699,14.9741,14.3173,5.6611,3.6741,17.7926
12.0153,7.9380,19.3307,10.2094,8.6868,2.0616,0.6984,28.4765,7.0781,19.7894,10.7540,9.7831,16.4798
9.0762,12.5412,7.2041,8.2379,13.8983,2.3733,3.4541,6.3388,11.9272,8.3433,5.5486,14.6727,15.4702
6.0854,12.1440,6.0162,8.1949,14.0025,2.3274,4.4012,9.8249,13.6354,7.2120,3.3829,21.0299,16.1052
22.7227,5.1466,21.5064,5.1795,17.4433,3.6166,3.9636,26.7844,8.1499,20.9847,10.3680,9.4503,14.7079
9.1056,11.9026,16.9017,11.6958,11.6375,0.5861,3.2050,17.8691,9.0162,19.5891,7.6035,12.9123,16.2006
9.4072,10.7555,9.4229,15.8185,1.1699,1.4906,4.2764,15.6465,14.5480,12.2185,5.0469,10.8095,9.3799
9.9719,13.3144,8.2994,18.8772,4.0384,2.4890,3.5117,8.6268,12.5845,7.0622,5.1245,7.1258,13.3692
14.5212,8.0590,20.3842,14.7113,5.7586,3.3900,4.3704,6.6371,13.9389,6.1766,10.1874,10.5514,5.1617
9.0783,11.0997,16.5487,11.8169,9.8569,3.2275,1.6304,6.4506,12.7127,8.8574,9.8530,19.8007,9.7957
15.5313,4.8071,21.7728,3.7541,15.6272,3.0921,1.9361,11.3438,8.8271,17.4197,10.3551,18.6598,5.5215
21.9482,9.6899,20.4254,11.6182,9.2544,1.2314,5.1749,26.9245,5.5903,19.3747,10.8643,21.2122,11.4098
11.2653,14.9914,17.4326,6.4770,11.4343,1.9317,4.6679,12.8965,10.8356,12.6539,4.4815,10.4387,18.5888
9.2046,12.4940,6.7164,12.8519,11.2884,3.3339,5.5239,25.8946,5.8795,21.2580,5.5858,3.2828,21.4386
7.8251,12.4900,8.8068,10.3304,14.7130,3.0676,4.8509,13.9963,5.3575,21.6688,5.7881,18.8778,13.3721
6.6164,13.8152,8.7949,18.0638,1.5314,1.9108,4.2891,7.1604,13.9724,7.7971,5.6245,16.2943,8.6768
13.1687,12.6358,16.6166,11.9567,10.5981,2.0921,2.2310,13.7545,4.4076,21.5601,10.4385,4.6601,14.4456
17.0943,4.5190,20.6621,15.8681,2.5873,0.3767,3.9329,8.8645,13.8887,17.5795,10.6406,8.1762,-2.7241
9.7440,13.4078,7.1592,16.6946,1.9205,2.4415,3.8211,16.9209,7.1778,21.6269,5.1870,10.2308,9.8447
6.6172,10.9313,9.7407,10.5517,14.5044,3.6855,5.0744,9.2885,12.5064,7.5016,5.0181,18.3043,14.6580
7.4388,10.8741,8.5171,15.7287,8.2028,0.4758,4.0428,14.5001,7.4895,21.6461,5.8986,17.8722,8.9525
15.2904,10.2810,17.3890,13.8273,5.2962,0.7920,5.8987,15.9725,5.1397,19.9164,4.1339,13.7668,6.7217
8.1022,11.1805,8.8774,10.1188,11.8950,2.8441,3.3821,7.3451,13.5996,8.6906,5.5879,1.3036,16.8190
6.6226,10.4766,8.6106,5.1099,14.3589,1.1780,5.9604,7.5259,13.2456,7.1737,5.8726,4.5644,16.7473
18.2307,9.4427,19.0301,5.5529,15.5865,2.9354,1.2045,6.2029,10.9229,9.0926,10.0956,10.0478,13.1125
14.0411,12.3386,14.3665,17.6692,2.1378,3.8781,3.3128,7.7212,12.1604,9.6827,7.3491,7.4097,8.1130
16.1367,6.2322,20.0234,15.4519,5.1398,3.2445,1.4466,17.7106,7.7297,21.7013,10.6429,16.2912,2.6280
8.3300,10.6470,6.2034,14.0283,8.7833,0.7324,4.8579,13.9833,14.8121,14.0652,5.1419,21.3959,10.2563
17.4194,4.0670,21.9966,11.4847,12.6061,3.8742,4.9853,22.6054,8.3987,19.8336,10.0469,11.1550,8.3744
14.6572,13.1614,13.2036,1.9917,18.2663,2.8935,4.9261,14.1821,11.0986,17.7409,9.5134,6.9264,19.5014
9.4442,11.7128,7.2981,1.0886,17.1028,2.7509,1.9721,8.9551,11.1802,9.6863,5.8793,1.0773,21.6963
13.9018,10.9977,17.4599,1.9803,17.6257,0.4303,4.3964,7.7977,10.0966,9.0409,3.9582,1.7540,19.7640
8.0392,12.4785,9.6103,10.6265,10.4453,2.3545,0.7841,8.2041,8.3763,14.8214,5.9269,6.4225,15.2289
14.2106,15.6091,13.7998,4.1523,14.9594,3.1536,3.5905,7.7720,10.6269,9.5464,2.6495,1.0728,22.5524
26.9170,6.5915,20.8315,5.5997,16.2877,2.1543,4.6422,9.3853,13.8877,8.1823,10.4953,17.8212,7.7740
8.8753,13.4453,6.3485,16.7099,4.7174,2.1062,4.7883,17.5503,4.4450,20.7113,5.3913,8.0390,12.9055
7.9397,10.7373,6.5197,12.3313,6.4425,3.4557,2.2903,14.4631,10.4605,15.4782,5.8933,20.0873,9.1368
8.1972,12.4606,14.8430,10.7139,5.9669,1.0820,4.3357,28.5774,9.9497,20.1745,3.6332,13.6917,18.1491
14.1399,5.9261,19.1458,15.5488,11.3164,2.9952,3.9405,8.2272,14.6590,14.6455,10.5922,18.4226,2.8416
6.3104,11.5526,9.5265,3.1331,16.8647,2.7898,3.9835,12.0761,10.6504,15.8902,5.9578,2.0895,20.0142
25.0709,7.1892,21.8058,4.5557,15.0816,2.1827,5.0447,14.4922,12.2014,15.9914,10.2686,6.8745,10.3728
6.7104,11.0517,7.0167,11.8096,13.2156,3.1524,1.0930,18.6320,7.3441,20.6419,4.9400,3.9103,20.0402
8.8905,12.6366,8.6492,5.0224,14.2970,3.7366,1.2370,10.8437,12.9223,14.0403,4.0338,14.4991,17.0428
12.8939,5.7590,20.3365,13.4546,7.0452,2.5514,2.2777,7.1749,10.4295,9.5844,10.8478,15.2785,2.7406
28.3221,6.1751,19.2328,17.0508,1.4048,3.9391,1.3199,9.5647,15.6476,16.8879,10.7797,4.6313,-1.5726
8.6370,10.4442,7.2712,8.4215,14.4387,3.2724,5.3446,11.9399,11.6194,16.7758,5.2435,21.4134,10.6807
8.7901,11.4296,6.5576,3.7418,16.1136,2.3682,0.0010,9.1500,12.0398,8.0175,5.7764,21.7375,17.1820
8.3408,9.6953,13.9805,5.7988,14.0835,3.7404,3.3388,8.3088,11.1625,9.0298,10.7249,3.1814,15.5460
22.1746,6.0029,21.3798,18.3889,3.3500,3.7458,4.7410,6.6266,12.6417,8.8692,10.1838,8.7342,-0.5550
31.2949,9.1403,20.3102,15.6945,12.7241,3.6912,4.3851,19.9123,6.0252,19.0575,10.3269,0.6293,13.7363
9.9525,8.2887,12.5830,3.1840,14.5809,2.8303,0.9847,25.4314,6.1708,19.7593,9.4714,18.8381,16.7624
18.8906,7.4683,21.9566,17.9066,1.8214,1.2924,3.8497,7.8506,13.4969,6.4865,10.0232,0.8814,5.1766
12.0507,10.5031,14.9949,2.3774,16.0259,3.2795,2.5342,9.0577,10.4898,8.8297,9.0909,7.3758,17.1312
25.5238,5.1725,19.4231,12.8880,5.2856,2.0635,1.7046,31.5530,4.4987,21.1272,10.3874,18.7884,7.4631
6.3398,13.6468,9.7897,14.3428,6.4244,3.4285,0.2642,12.0234,7.1584,19.4536,5.0221,1.0983,15.8789
8.2705,12.3909,7.3437,9.5396,12.0891,3.9073,5.8088,29.9587,9.2879,20.2344,5.6415,2.2284,24.5421
9.0717,12.7407,8.9691,14.9196,8.9034,0.6112,5.0474,9.9658,11.5969,14.4663,5.1316,3.3268,14.8758
13.7825,14.2173,12.8100,5.6609,17.8550,3.0299,4.9421,13.6154,15.7594,16.4791,10.2368,13.0062,19.0438
14.5374,7.6250,19.2924,2.8734,14.5955,3.9590,4.0414,6.8752,11.7267,8.0453,10.6619,4.4170,11.4903
10.1909,12.5129,17.4733,16.7008,6.0667,3.4383,2.8606,12.8662,6.6803,20.4318,8.8769,11.8403,9.3185
22.4553,6.7519,21.3522,10.2505,13.0120,2.6053,4.9351,22.6212,8.3067,21.6884,10.1275,12.8498,9.7885
9.2163,15.7400,14.7178,13.9034,5.9825,2.6146,0.1072,24.3831,7.9015,21.7900,8.2163,4.5058,22.1655
14.8504,9.7726,21.6160,4.3974,17.6697,3.3466,3.8111,29.3249,9.6810,20.4980,10.5465,15.8272,20.8784
7.3188,10.5293,7.6834,3.0832,18.1324,0.6966,3.2855,31.3405,9.1899,20.1878,5.3819,16.9570,25.7079
8.3792,11.3432,6.5000,5.6884,17.1870,0.0426,4.1868,10.9392,10.1133,14.2087,5.1434,16.0014,16.8132
9.5416,9.6925,15.6120,13.3813,10.9276,2.3764,3.6027,28.6894,5.4894,21.3201,8.6529,1.3444,21.0638
12.8358,4.4008,19.6221,1.6734,17.7570,2.5590,0.5099,11.3895,11.7087,15.5534,10.3773,3.7926,12.5797
12.9302,8.3218,16.2781,7.0679,15.0657,3.1313,5.0634,7.5305,13.9160,8.7342,8.0659,12.7645,10.9566
8.4546,14.2928,14.5520,4.4054,14.1584,2.5445,0.8905,24.3450,5.0950,20.9590,9.9815,19.4015,21.8288
10.2500,10.8508,12.1180,18.8456,4.4658,2.1562,3.6601,6.4614,10.3115,9.1730,7.0957,14.4315,6.8015
19.3158,5.9109,19.7071,5.4343,10.0292,2.6848,5.3783,7.4372,11.7946,8.2129,10.8605,1.0362,6.5897
16.7981,5.1544,21.3768,1.6149,14.5341,3.4052,0.3127,7.5384,13.3752,7.3250,10.6997,3.8397,11.2534
8.1799,12.6864,6.6033,11.7143,12.5859,2.9476,4.8314,9.1268,10.8417,12.8148,5.4752,6.0718,16.3299
28.4413,6.6771,19.0504,18.6466,4.7269,2.7112,3.0250,26.1462,5.5611,20.4617,10.2229,5.2846,8.5873
30.1229,6.1152,21.0229,12.6812,15.1875,2.2119,0.5708,20.0566,8.0380,20.6841,10.5185,8.0849,12.0943
16.4257,6.8691,20.0207,11.8599,9.7769,0.1576,5.2074,12.0192,9.1246,19.9748,10.6017,5.7187,5.7244
26.2266,6.2417,19.4798,17.7304,2.5156,2.2839,0.8360,14.8500,14.4292,13.3824,10.4374,14.6042,1.9620
13.2816,7.3718,21.1443,13.7223,7.4223,2.8092,2.8487,10.6472,8.0434,17.9149,10.2405,16.9430,2.6473
10.5269,11.8116,13.2850,16.0965,4.3339,3.5754,4.4329,9.5840,12.3283,8.8141,10.1461,8.1558,9.9235
7.4466,10.0188,9.8002,17.9070,4.1049,1.3287,4.5350,9.7524,15.1043,13.9611,5.9278,7.2533,7.9698
26.1988,6.0717,20.1984,10.0478,7.0033,3.2292,5.9405,12.5082,12.4642,17.7466,10.5314,4.6047,1.5575
9.5750,12.2842,8.3464,7.7777,15.9312,2.6284,4.7587,30.0619,5.2087,21.3079,4.8141,12.0726,24.8414
22.1341,4.6577,19.7217,5.6999,18.8721,3.1803,5.1538,30.8078,7.2847,21.0643,10.0765,15.4803,15.4885
27.7532,9.6269,19.3179,6.3086,18.5426,3.6987,2.9163,9.6895,14.7492,13.3305,10.7502,17.8920,11.0727
10.3451,11.4656,15.8479,1.3486,15.4821,0.9266,5.3091,18.2939,4.1071,21.4037,7.1665,12.5289,16.3261
10.5766,11.3679,15.6884,4.4558,18.4357,1.1375,3.6759,10.4243,12.3167,14.3564,7.7882,5.2094,19.5267
27.0820,8.9400,20.8290,6.6142,13.9220,1.0232,5.5260,28.3214,8.7812,20.8046,10.6994,9.2942,16.3188
15.7001,5.9617,20.2590,6.5472,18.2210,3.8258,0.7299,18.1279,8.0255,19.8702,10.0769,0.2955,16.9726
7.2130,13.5512,8.8947,6.0315,13.8192,2.8278,4.7640,30.3160,7.2788,19.5108,5.6286,12.9624,25.3391
8.1629,13.6725,7.6247,8.9007,15.5240,3.0556,5.1583,11.4581,15.1298,16.9492,5.2297,4.8565,19.2461
14.0126,4.4898,19.6775,11.5239,11.0456,3.1131,5.2884,8.3858,13.5019,12.4155,10.2950,16.0916,1.8654
14.9204,4.6413,19.7941,10.7510,14.9675,0.4911,3.3709,16.2965,7.8802,19.3592,10.9640,21.1934,6.5383
7.5582,13.8426,6.2591,18.6187,2.5725,2.2919,1.9580,14.1517,5.7386,21.6587,4.6630,2.2964,12.8375
28.8317,5.7401,21.1751,3.4990,17.7845,2.7376,1.8324,13.5568,14.0585,16.0433,10.2485,19.0825,7.7984
12.9913,10.9699,14.3040,6.4693,15.1265,3.3813,5.9735,16.7294,6.0399,19.6019,8.2617,4.1283,16.4028
9.0697,13.3790,6.7700,6.6017,18.1098,3.7366,3.0236,13.1319,10.3188,12.7290,5.1407,21.0313,19.5884
8.1623,15.5157,16.1456,14.5418,6.4990,3.0322,1.5506,8.7191,10.8201,6.6823,8.0930,10.9391,17.0655
26.0160,6.7395,21.1455,14.1811,1.0568,2.4955,1.6385,8.1350,12.4032,15.7151,10.3357,14.5103,-3.7919
9.0025,15.8612,14.5372,14.4406,6.2039,2.3858,5.5042,12.3179,14.9015,14.4340,7.9060,14.3761,13.4264
31.8619,5.7417,21.3451,15.0800,10.6852,1.7392,3.9967,15.1075,12.6649,17.5110,10.4289,8.5229,5.1101
12.2006,8.2575,19.4627,5.5339,15.8367,1.1665,4.8791,12.3208,8.7937,13.6309,10.5345,18.7758,10.8619
7.1964,13.9200,8.6100,9.4420,13.7349,2.6600,1.1751,7.5761,10.8775,7.9594,3.3436,17.0077,18.7055
8.0324,11.1256,9.0797,11.3643,10.6488,3.2567,0.5635,7.8197,10.8921,9.7261,4.2684,16.8132,13.0620
23.8493,4.1548,21.9974,12.0461,12.9695,1.1960,4.5985,17.7639,7.3463,20.4236,10.0786,19.5394,3.4404
27.5663,5.1174,21.3413,12.0117,15.1818,3.3872,3.3153,30.8021,6.6035,20.7697,10.3197,13.0429,14.3703
22.1767,7.1312,19.2501,11.5775,12.6341,2.1873,2.7769,7.2850,13.2920,9.4059,10.8491,17.9753,5.9325
10.0475,10.6126,17.5784,18.4580,2.4364,2.8908,1.5259,9.8420,11.1450,6.4399,9.1349,17.3141,7.8311
6.0446,10.2723,8.5266,15.9676,3.1922,3.8790,3.1031,29.6051,9.4295,21.5229,4.9407,6.0241,16.3087
8.7344,11.9368,8.0391,14.2864,3.6751,2.3944,5.1642,15.9314,11.0556,15.9043,3.0947,3.5071,12.7444
12.5632,10.4958,16.7876,12.5336,5.3406,3.9454,4.2245,10.5249,10.4468,14.0327,8.1145,0.4143,9.6686
6.8446,12.5900,8.2439,10.5662,7.2740,3.2209,2.1574,7.2507,13.1336,8.3472,5.9459,9.1616,13.5645
28.5601,9.6416,19.1062,6.0521,14.5754,2.0413,2.6122,22.1378,7.1250,19.4204,10.9594,19.2164,12.8021
9.3277,10.8427,6.8044,4.8908,16.9527,3.1931,4.5881,12.1017,9.1188,12.0104,5.7074,1.3075,20.2990
13.3722,7.7459,21.9730,15.2806,9.1550,3.8597,1.2066,20.5982,4.8124,19.9410,10.2656,9.5282,11.6446
9.6435,13.7052,16.3709,15.7745,12.5384,0.0598,3.0811,6.8171,12.4670,8.9267,5.7851,18.0111,15.9050
10.5121,8.5700,13.4259,4.1710,15.2404,2.0796,2.8721,9.6871,11.0616,6.1591,9.5609,1.7764,17.8603
8.8783,13.2255,7.6433,5.5022,15.0327,3.8583,3.1688,15.5063,8.0260,21.8794,5.5662,2.4202,19.8356
9.7413,10.4268,7.1002,10.0474,8.8110,1.4931,4.3673,15.5514,11.6737,13.3653,5.8062,16.0215,12.1426
14.7656,7.2787,19.1740,9.4341,10.6057,3.5369,4.0433,12.3348,10.8114,15.7097,10.6046,12.8743,6.4682
8.2270,10.9590,9.5696,10.1473,15.8659,3.2016,3.4982,12.3317,13.5871,15.3946,5.4454,3.3245,18.9711
24.9859,4.2893,21.6983,9.9425,14.4686,2.9137,5.9022,8.7719,11.6951,8.7307,10.1187,5.1618,6.6874
27.3862,6.9453,21.5007,16.5584,2.1345,1.2387,4.1846,8.6848,10.2588,9.0482,10.6974,5.3797,1.4548
16.5002,8.2137,20.9427,11.3225,7.9547,1.2658,3.4575,29.6905,5.3076,19.1753,10.9220,20.9002,12.2997
9.4395,11.5527,6.7479,11.4853,12.4252,1.2608,3.9620,8.2071,11.9354,16.8144,5.3893,7.0780,13.3918
8.4239,12.4765,16.7289,4.1062,14.2580,3.4899,5.8650,9.5357,11.8271,6.7681,3.5745,17.9827,15.8203
9.6977,12.5737,9.5139,17.0383,2.1327,2.8523,2.9623,24.3994,7.9876,21.8768,3.7651,6.3683,14.7882
14.3315,15.1725,16.3933,9.4131,11.7828,0.4601,3.7183,13.8620,13.4294,16.1663,5.0632,13.5190,17.8496
20.1091,9.7790,20.3878,11.3916,7.3595,3.1227,2.4197,27.0212,8.0786,21.6552,10.5348,15.5610,12.0487
20.5991,6.3055,20.6637,16.7888,3.1783,1.2614,5.4691,30.1709,8.3869,19.2354,10.3638,4.3029,10.3412
13.8880,10.6078,12.5455,2.7799,16.7604,3.4038,0.6604,18.5520,5.3827,19.9576,9.8384,5.1045,19.8901
29.3638,6.0528,20.5007,14.0589,3.6371,3.1888,1.0636,14.0770,6.9793,19.9924,10.5902,14.5766,-1.4850
6.6959,12.3838,7.1646,12.7426,12.6766,2.6513,4.3046,7.6946,11.7826,9.6783,5.6380,14.3846,14.8469
7.2596,13.5268,6.2898,2.6987,18.9306,2.4109,5.7197,18.1402,7.5811,20.3926,5.2884,11.5676,21.7841
7.7153,12.2993,8.6361,14.5722,10.6323,2.3327,3.9443,27.3471,7.7287,19.9587,4.9710,1.1548,24.1086
14.2889,14.8944,16.0046,11.7552,9.2358,3.5436,2.7333,7.8142,11.5812,7.0968,10.7304,19.3681,13.2690
27.1971,6.9029,19.1933,14.3582,4.5331,1.9264,5.8970,7.8564,11.9534,6.0542,10.7854,16.2836,-0.2308
8.1157,10.2310,6.6911,14.0515,5.9084,0.3401,5.0825,7.3190,10.3125,6.2364,5.8089,6.5001,10.9757
6.6407,10.5274,8.5841,14.9651,11.5297,1.8302,5.7195,13.8811,14.2576,13.5228,5.2810,10.2270,14.8780
12.4400,10.0551,15.3320,10.1199,10.5920,2.9306,5.7981,10.9424,11.5366,17.1446,5.1275,12.0023,8.7137
24.5865,8.5122,21.8933,5.2155,14.8183,3.5961,2.9752,28.5710,8.1718,21.3231,10.9170,16.2339,15.4634
12.3051,10.8922,12.6108,16.8857,6.3985,3.3383,4.1026,6.4335,11.1719,8.4898,10.6161,11.0207,7.9777
6.1720,13.5821,8.3221,15.6315,3.9220,3.9188,0.7539,6.4896,12.2428,9.6221,4.9328,15.3281,10.6122
